CATEGORIA_PRODUCTO,CODIGO_PRODUCTO,DESCRIPCION_PRODUCTO,PRECIO_BRUTO_PRODUCTO,IVA_PRODUCTO,PRECIO_IVA_PRODUCTO,CANTIDAD ,TIPO_ITEM
FILTRO ACEITE ,COA-20,DODGE- FIAT -TOYOTA,"13,002",2470.38,"15,472",1,PRODUCTO
FILTRO ACEITE ,CO-52,HYUNDAI -LUV 1.6/2.3,"10,429",1981.51,"12,411",0,PRODUCTO
FILTRO ACEITE ,COA-28,KIA- HYUNDAI- MITSUBICHI-DODGE,"11,340",2154.6,"13,495",1,PRODUCTO
FILTRO ACEITE ,CO-AR9,RENAULT  - MITSUBICHI,"7,506",1426.14,"8,932",3,PRODUCTO
FILTRO ACEITE ,CO-18,CHEVROLET -GEELY-SUZUKI ,"7,500",1425,"8,925",16,PRODUCTO
FILTRO ACEITE ,COA-223,FORD -MAZDA -TOYOTA,"8,529",1620.51,"10,150",0,PRODUCTO
FILTRO ACEITE ,COA-329,FORD,"8,907",1692.33,"10,599",2,PRODUCTO
FILTRO ACEITE ,COA- 111,CHEVROLET  OPTRA - EPICA TRIPTONIC ,"10,342",1964.98,"12,307",0,PRODUCTO
FILTRO ACEITE ,HCX-5566,ACEITE CITROEN. XSARA. KIA. HYUNDAI,"7,320",1390.8,"8,711",5,PRODUCTO
FILTRO ACEITE,PCX-3387,ACEITE (R5) CHEVROLET:AVEO. DAEWO:CIELO,"6,720",1276.8,"7,997",25,PRODUCTO
FILTRO ACEITE ,COA-14476,SPARK,"7,506",1426.14,"8,932",10,PRODUCTO
FILTRO ACEITE ,COA -1402,HONDA -HYUNDAI,"7,694",1461.86,"9,156",4,PRODUCTO
FILTRO ACEITE ,COA-1406,G.VITARA. PATH FINDER. NEW RAV 4,"6,638",1261.22,"7,899",0,PRODUCTO
FILTRO ACEITE ,COA- 1616,CHEVROLET  SAIL,"6,638",1261.22,"7,899",16,PRODUCTO
FILTRO ACEITE ,CO-58,HYUNDAI - KIA  MAZDA -NISSAN,"5,586",1061.34,"6,647",3,PRODUCTO
FILTRO ACEITE,PCX-ZZD2,TOYOTA FORD SKODA VOLSKSWAGEN,"8,160",1550.4,"9,710",10,PRODUCTO
FILTRO ACEITE ,COA-3603,RENAULT  LOGAN- SIMBOL-MEGANNE-TWINGO,"9,330",1772.7,"11,103",0,PRODUCTO
FILTRO ACEITE ,COA -323,MAZDA 323,"10,352",1966.88,"12,319",2,PRODUCTO
FILTRO ACEITE ,COA-4050,CHEVROLET  SAMURAI SUZUKI,"11,713",2225.47,"13,938",4,PRODUCTO
FILTRO ACEITE ,COA-4053,COMB CHEV NPR 59,"8,626",1638.94,"10,265",0,PRODUCTO
FILTRO ACEITE ,COA-113,NISSAN,"7,899",1500.81,"9,400",3,PRODUCTO
FILTRO ACEITE ,COA-372,VOLKSWAGEN- FORD-DAIHATSU,"6,638",1261.22,"7,899",6,PRODUCTO
FILTRO ACEITE ,COPP-85674,FILTRO ACEITE CHEVROLET TRACKER CRUSSER,"8,355",1587.45,"9,942",9,PRODUCTO
FILTRO ACEITE ,PCX-R9,ACEITE RENAULT:9 INJECCION.DUSTER.CLIO (HCX-R9) -,"6,530",1240.7,"7,771",22,PRODUCTO
FILTRO ACEITE,HCX-10060,"CHEVROLET, FORD, DODGE ","9,410",1787.9,"11,198",5,PRODUCTO
FILTRO ACEITE ,CO-A 1C ,FIAT,"8,907",1692.33,"10,599",3,PRODUCTO
FILTRO ACEITE ,COA-4044,CHEVROLET -MITSUBICHI -VOLVO,"13,889",2638.91,"16,528",11,PRODUCTO
FILTRO ACEITE ,HCX 5566, CITROEN XSARA  KIA  HYNDAI ,"7,320",1390.8,"8,711",0,PRODUCTO
FILTRO ACEITE  ,PCX3387,CHE AVEO DAEWO- CIELO ,"6,720",1276.8,"7,997",25,PRODUCTO
FILTRO ACEITE ,MO-58,MOTRIO 86 71  005 907,"6,932",1317.08,"8,249",0,PRODUCTO
FILTRO ACEITE ,MO-3603,MOTRIO 86 71 002 274,"14,482",2751.58,"17,234",0,PRODUCTO
FILTRO ACEITE ,TRO-P2090,ASTRA ECOTEC -CHEVROLET CRUZE,"13,547",2573.93,"16,121",0,PRODUCTO
FILTRO ACEITE ,TRO-742H,SSANGYONG DAEWOO,"13,689",2600.91,"16,290",6,PRODUCTO
FILTRO ACEITE ,TRO-160B,CAPTIVA,"10,341",1964.79,"12,306",0,PRODUCTO
FILTRO ACEITE ,TRO-P068,PEUGEOT,"11,974",2275.06,"14,249",1,PRODUCTO
FILTRO ACEITE ,TRO-178,VOLKSWAGEN-JETTA-GOLF,"8,986",1707.34,"10,693",6,PRODUCTO
FILTRO ACEITE ,TRO-R6,PEUGEOT,"15,092",2867.48,"17,959",2,PRODUCTO
FILTRO ACEITE ,TRO-P089,CHEVROLET CAPTIVA HHR 2009-2011,"17,784",3378.96,"21,163",2,PRODUCTO
FILTRO ACEITE ,TRO-4056,FILTRO ACEITE PEUGEOT,"10,539",2002.41,"12,541",3,PRODUCTO
FILTRO ACEITE ,FL-500S,FORD ESCAPE MOTORCRAF,"25,993",4938.67,"30,932",0,PRODUCTO
FILTRO ACEITE ,FL-910S,FORD ECO SPORT MOTORCRAFT,"23,983",4556.77,"28,540",0,PRODUCTO
FILTRO ACEITE ,FLP-471,CHEVROLET  D MAX NH RREWARD,"14,560",2766.4,"17,326",0,PRODUCTO
FILTRO ACEITE ,PCX6607,ACEITE MAZDA MITSUBISCHI  HYUNDAI,"7,068",1342.92,"8,411",28,PRODUCTO
FILTRO ACEITE ,P346/1,,0,0,0,0,PRODUCTO
FILTRO ACEITE,1J910032,,,0,0,1,PRODUCTO
FILTRO ACEITE ,OLP-126,FIAT -JEEP  RENEGADE -MINI COOPER,"16,705",3173.95,"19,879",2,PRODUCTO
FILTRO  AIRE ,TFA-2102,SKODA,"12,460",2367.4,"14,827",0,PRODUCTO
FILTRO  AIRE ,TFA-2037,FILTRO AIRE NISSAN SENTRA B14,"12,734",2419.46,"15,153",5,PRODUCTO
FILTRO AIRE,TFA-2267,FIAT UNO 2014,"15,690",2981.1,"18,671",3,PRODUCTO
FILTRO  AIRE ,TFA-145,FORD ECOSPORT,"12,564",2387.16,"14,951",5,PRODUCTO
FILTRO  AIRE ,TFA-198,CLIO - RENAULT 19,"7,000",1330,"8,330",0,PRODUCTO
FILTRO  AIRE ,TFA-2021,MAZDA 323,"12,444",2364.36,"14,808",3,PRODUCTO
FILTRO  AIRE ,TFAC-3303,HYUNDAI TUCSON,"11,111",2111.09,"13,222",0,PRODUCTO
FILTRO  AIRE ,TFA-2288,TFA 2288 FILTRO AIRE SUZUKI ALTO M800 2015,"17,369",3300.11,"20,669",2,PRODUCTO
FILTRO  AIRE ,TFA-2330,FORD ECOSPORT,"18,389",3493.91,"21,883",4,PRODUCTO
FILTRO  AIRE ,TFAC-2210,CHEVROLET TRACKER,"10,956",2081.64,"13,038",0,PRODUCTO
FILTRO  AIRE ,TFA-2186,NISSAN TIIDA,"11,778",2237.82,"14,016",8,PRODUCTO
FILTRO  AIRE ,TFA-2217,CHEVROLET CAPTIVA,"11,111",2111.09,"13,222",0,PRODUCTO
FILTRO  AIRE ,TFA-2305,RENAULT DUSTER OROCH -CAPTURE ,"19,781",3758.39,"23,539",4,PRODUCTO
FILTRO  AIRE ,HCA-11654,RENAULT DUSTER OROCH CAPTURE ,"15,480",2941.2,"18,421",0,PRODUCTO
FILTRO  AIRE ,TFA-2160,RENAUL MEGANE,"13,953",2651.07,"16,604",1,PRODUCTO
FILTRO  AIRE ,TFA-2122,TFA 2122 FILTRO AIRE PEUGEOT 206 2002,"13,709",2604.71,"16,314",5,PRODUCTO
FILTRO  AIRE ,TFA -2129,AUDI  VW  JETTA A3 1996 -2003,"19,272",3661.68,"22,934",2,PRODUCTO
FILTRO  AIRE ,TFA -2219,FORD FIESTA  1.6 2012,"10,568",2007.92,"12,576",2,PRODUCTO
FILTRO  AIRE ,TFA-2132,FILTRO AIRE TOYOTA HILUX REVOLUTION,"17,554",3335.26,"20,889",7,PRODUCTO
FILTRO  AIRE ,TFA-2342,SUBARU,"13,508",2566.52,"16,075",0,PRODUCTO
FILTRO  AIRE ,TFPL-165469S001,,"13,250",2517.5,"15,768",1,PRODUCTO
FILTRO  AIRE ,TFA-2223,RENAULT  SANDERO -LOGAN,"11,520",2188.8,"13,709",0,PRODUCTO
FILTRO  AIRE ,TFA2257,FILTRO AIRE  FIAT UNO 2014,"15,689",2980.91,"18,670",0,PRODUCTO
FILTRO  AIRE ,TFA-2148,TWINGO,"7,084",1345.96,"8,430",0,PRODUCTO
FILTRO  AIRE ,TFA-977,TWINGO 1.2 R.CLIO,"7,506",1426.14,"8,932",0,PRODUCTO
FILTRO  AIRE ,TFA-2005,RENAULT TWINGO,"9,247",1756.93,"11,004",9,PRODUCTO
FILTRO  AIRE ,TFA-2207,NISSAN QASHQAI,"15,290",2905.1,"18,195",4,PRODUCTO
FILTRO  AIRE ,TFA-2252,,"15,551",2954.69,"18,506",6,PRODUCTO
FILTRO  AIRE ,TFA 2330,FORD ECOESPORT ,"18,388",3493.72,"21,882",0,PRODUCTO
FILTRO AIRE,TFA-2348,RENAULT KWID,"15,920",3024.8,"18,945",4,PRODUCTO
FILTRO  AIRE ,TF-2869,TOYOTA PRADO,"16,172",3072.68,"19,245",0,PRODUCTO
FILTRO  AIRE ,AIP-531,MONTERO,"15,000",2850,"17,850",0,PRODUCTO
FILTRO  AIRE ,AIP-1086,RENAULT  KWID,"14,950",2840.5,"17,791",0,PRODUCTO
FILTRO  AIRE ,AIP-1112,CAPTIVA 1.5,"21,190",4026.1,"25,216",0,PRODUCTO
FILTRO  AIRE ,AIP-515,NISSAN  SENTRA B14 RENAUL KOLEO- JUKE ,"12,610",2395.9,"15,006",0,PRODUCTO
FILTRO  AIRE ,AIP-544,NISSAN FRONTIER,"25,285",4804.15,"30,089",0,PRODUCTO
FILTRO  AIRE ,AIP-546,,0,0,0,1,PRODUCTO
FILTRO  AIRE ,AIP-665,AUDI – SKODA OCTAVIA VW GOL,"19,305",3667.95,"22,973",0,PRODUCTO
FILTRO  AIRE ,AIP-750,NISSAN QASHQAI,"18,720",3556.8,"22,277",1,PRODUCTO
FILTRO  AIRE ,AIP-783,FILTRO  DOGGE JORNEY,"17,420",3309.8,"20,730",3,PRODUCTO
FILTRO  AIRE ,AIP-893,,0,0,0,0,PRODUCTO
FILTRO  AIRE ,AIP-968,RENAULT DOUSTER OROCH CAPTUR,"19,305",3667.95,"22,973",0,PRODUCTO
FILTRO  AIRE ,AIP-681,MITSUBISCHI L200 MONTERO SP- NATIVA ,"26,715",5075.85,"31,791",0,PRODUCTO
FILTRO  AIRE ,AIP-687,HYUNDAI TUCSON KIA SPORTAJE,"13,000",2470,"15,470",0,PRODUCTO
FILTRO  AIRE ,AIP-692,SSANGYONG ACTY KIRON STAVICON,"29,055",5520.45,"34,575",0,PRODUCTO
FILTRO  AIRE ,AIP-840,FIAT  STRADA  SIENA - PUNTO,"25,675",4878.25,"30,553",2,PRODUCTO
FILTRO  AIRE ,AIP-897 ,CHEVROLET ORLANDO,"25,935",4927.65,"30,863",0,PRODUCTO
FILTRO  AIRE ,AIP-918,KIA RIO SPICE ,"15,080",2865.2,"17,945",3,PRODUCTO
FILTRO  AIRE ,AIP-950,MITSUBISCHI LANCER -GRANDIS -OUTNLANDER,"20,865",3964.35,"24,829",4,PRODUCTO
FILTRO  AIRE ,AIP-998,NISSAN  KICKS,"15,470",2939.3,"18,409",0,PRODUCTO
FILTRO  AIRE ,AIP-1130,,0,0,0,0,PRODUCTO
FILTRO  AIRE ,ACP- 109,,0,0,0,0,PRODUCTO
FILTRO  AIRE ,COAP-B9000,FILTRO AIRE HYUNDAI GRAND I 10,"8,940",1698.6,"10,639",0,PRODUCTO
FILTRO  AIRE ,COAP-0115,CHEVROLET CAPTIVA,"15,000",2850,"17,850",7,PRODUCTO
FILTRO  AIRE ,COAP-10234,NISSAN TIDA SENTRA 1.8,"7,270",1381.3,"8,651",0,PRODUCTO
FILTRO  AIRE ,COAP-1024,KIA PICANTO,"18,217",3461.23,"21,678",3,PRODUCTO
FILTRO  AIRE ,COAP-10997,FORD FIESTA,"10,290",1955.1,"12,245",5,PRODUCTO
FILTRO  AIRE ,COAP-1137,,0,0,0,0,PRODUCTO
FILTRO  AIRE ,COAP 1R100,HYUNDAI VELOSTER KIA ,"9,025",1714.75,"10,740",2,PRODUCTO
FILTRO  AIRE ,COAP-10889,TUCSON- KIA SPORT,"15,684",2979.96,"18,664",5,PRODUCTO
FILTRO  AIRE ,COAP-11053,HYUNDAI I30-I35 1.6-1.8 ELANTRA,"8,846",1680.74,"10,527",5,PRODUCTO
FILTRO  AIRE ,COAP-21501,CHEVROLET TRACKER,"11,768",2235.92,"14,004",9,PRODUCTO
FILTRO  AIRE ,COAP23M00,FILTRO DE AIRE SUZUKI ALTO/SWIFT,"10,485",1992.15,"12,477",2,PRODUCTO
FILTRO  AIRE ,COAP-2410,VW GOL CROSSFOX 16 2012,"11,918",2264.42,"14,182",2,PRODUCTO
FILTRO  AIRE ,COAP-2439,RENAULT TWINGO,"12,523",2379.37,"14,902",11,PRODUCTO
FILTRO  AIRE ,COAP-2857,RENAUL TWINGO,"9,196",1747.24,"10,943",1,PRODUCTO
FILTRO  AIRE ,COAP-2918,TOYOTA PRADO,"13,941",2648.79,"16,590",14,PRODUCTO
FILTRO  AIRE ,COAP-3Z40,MAZDA 2  / MAZDA  3     (1.6),"7,300",1387,"8,687",0,PRODUCTO
FILTRO  AIRE ,COAP-6550,CHEV LUV DMAX 2.5-3 LTS DIESEL,"12,389",2353.91,"14,743",4,PRODUCTO
FILTRO  AIRE ,COAP-10889,HYUNDAIY  TUC/KIA,"13,018",2473.42,"15,491",0,PRODUCTO
FILTRO  AIRE ,COAP-11222,CHEVROLET SONIC COBALT AVEO,"10,304",1957.76,"12,262",5,PRODUCTO
FILTRO  AIRE ,COAP-1134,CHEV SPRINT 92/98. 5.00-NIU 8.356.0,"8,356",1587.64,"9,944",6,PRODUCTO
FILTRO  AIRE ,COAP-1R100,HYUNDAI. I25 VELOSTER 1.6 KIA SOUL,"9,025",1714.75,"10,740",0,PRODUCTO
FILTRO  AIRE ,COAP-2088,HYUNDAI VISION-KIA RIO,"8,371",1590.49,"9,961",0,PRODUCTO
FILTRO  AIRE ,COAP-2098,CHEVROLET LUV DMAX 2 4 / MITSU,"13,424",2550.56,"15,975",0,PRODUCTO
FILTRO  AIRE ,COAP-2125,CHEV CORSA EVOLUTION.,"9,774",1857.06,"11,631",0,PRODUCTO
FILTRO  AIRE ,COAP-2200,CHEV N200,"9,796",1861.24,"11,657",3,PRODUCTO
FILTRO  AIRE ,COAP-2215,NISSAN MARCH (VERSA),"10,500",1995,"12,495",13,PRODUCTO
FILTRO  AIRE ,COAP-2439,RENAULT TWINGO 16V,"10,394",1974.86,"12,369",0,PRODUCTO
FILTRO  AIRE ,COAP-2485,CHEV SPARK/07 CHRONOS-7.24 MOD 20,"7,367",1399.73,"8,767",9,PRODUCTO
FILTRO  AIRE ,COAP-2556,HYUNDAI ACCENT VERNA-GYRO,"6,363",1208.97,"7,572",2,PRODUCTO
FILTRO  AIRE ,COAP-2697,VOLKSWAGEN AMAROK,"24,296",4616.24,"28,912",3,PRODUCTO
FILTRO  AIRE ,COAP-6558,MAZDA BT50 2.5 LTS INY,"10,155",1929.45,"12,084",4,PRODUCTO
FILTRO  AIRE ,COAP-89000,HYUNDAI GRAND I 10,"8,940",1698.6,"10,639",0,PRODUCTO
FILTRO  AIRE ,COAP-6550,LUV DMAX DIESEL,"8,076",1534.44,"9,610",0,PRODUCTO
FILTRO  AIRE ,COAP-6696-1,CHEVROLET  AVEO 1.4 -1.6 LITROS,"13,228",2513.32,"15,741",9,PRODUCTO
FILTRO  AIRE ,COAP-5070,CHEVROLET-NISSAN,"9,132",1735.08,"10,867",1,PRODUCTO
FILTRO  AIRE ,COAP-C010,TOYOTA HILUX,"23,748",4512.12,"28,260",7,PRODUCTO
FILTRO  AIRE ,COAP 3550,HYUNDAI ATOS,"6,554",1245.26,"7,799",4,PRODUCTO
FILTRO  AIRE ,COAP 2525,CHEVROLET CHEVY- CORSA,"7,350",1396.5,"8,747",2,PRODUCTO
FILTRO  AIRE ,COAP-1833,CHEVROLET SAIL,"8,500",1615,"10,115",14,PRODUCTO
FILTRO  AIRE ,COAP-X000,HYUNDAI  i10,"6,338",1204.22,"7,542",4,PRODUCTO
FILTRO  AIRE ,COAP-04000,KIA PICANTO,"6,338",1204.22,"7,542",11,PRODUCTO
FILTRO  AIRE ,COAP-3450,CHEVROLET-OPTRA,"14,314",2719.66,"17,034",7,PRODUCTO
FILTRO  AIRE ,COAP-2485,CHEVROLET SPARK-CRHONOS,"8,039",1527.41,"9,566",0,PRODUCTO
FILTRO  AIRE ,COAP-2724,RENAULT SYMBOL-MEGANNE-CLIO-CITIUS,"11,500",2185,"13,685",37,PRODUCTO
FILTRO  AIRE ,COAP-1134,FILTRO DE AIRE CHEV SPRINT-92/98,"8,768",1665.92,"10,434",0,PRODUCTO
FILTRO  AIRE ,COAP-7723,CHEVROLET,"9,496",1804.24,"11,300",7,PRODUCTO
FILTRO  AIRE ,COAP-7655,RENAULT LOGAN -SIMBOL,"9,100",1729,"10,829",4,PRODUCTO
FILTRO  AIRE ,COAP-1012,CHE-DATSUN-NISSAN,"16,118",3062.42,"19,180",0,PRODUCTO
FILTRO  AIRE ,COAP-886,LOGAN - SANDERO 2013,"13,316",2530.04,"15,846",15,PRODUCTO
FILTRO  AIRE ,COAP-323,MAZDA,"6,338",1204.22,"7,542",4,PRODUCTO
FILTRO  AIRE ,COAP-3Z40,MAZDA,"7,300",1387,"8,687",7,PRODUCTO
FILTRO  AIRE ,COAP-3Z401,MAZDA 3 2.2 MAZDA  5,"9,449",1795.31,"11,244",4,PRODUCTO
FILTRO  AIRE ,COAP-R9,       ,"9,202",1748.38,"10,950",9,PRODUCTO
FILTRO  AIRE ,TROA-3160,FILTRO AIRE  HONDA 2016-2017,"20,245",3846.55,"24,092",8,PRODUCTO
FILTRO  AIRE ,TROA-3166,NISSAN KIDS,"18,877",3586.63,"22,464",1,PRODUCTO
FILTRO  AIRE ,TROA-3210,,"20,616",3917.04,"24,533",4,PRODUCTO
FILTRO  AIRE ,TROA-3111,,"17,899",3400.81,"21,300",3,PRODUCTO
FILTRO  AIRE ,TROA-3087,,"20,229",3843.51,"24,073",5,PRODUCTO
FILTRO  AIRE ,TROA-3005,MITSUBISHI V6 3000,"12,698",2412.62,"15,111",3,PRODUCTO
FILTRO  AIRE ,TROA -3048,6,"12,492",2373.48,"14,865",5,PRODUCTO
FILTRO  AIRE ,TRO-A 3037,NISSAN INYECCION,"12,981",2466.39,"15,447",11,PRODUCTO
FILTRO  AIRE ,TRO-A 3017,HYUNDAI TUCSON,"15,256",2898.64,"18,155",0,PRODUCTO
FILTRO  AIRE ,TRO-258K,,"13,252",2517.88,"15,770",4,PRODUCTO
FILTRO AIRE,TROA-3170,NISSAN QASHQAI,"27,820",5285.8,"33,106",5,PRODUCTO
FILTRO  AIRE ,TROA-3057,NISSAN PATHFANDER,"16,779",3188.01,"19,967",6,PRODUCTO
FILTRO  AIRE ,TROA-3157,NISSAN  XTRAIL,"26,924",5115.56,"32,040",0,PRODUCTO
FILTRO  AIRE ,TRO-A 3051,NISSAN TIDA,"11,500",2185,"13,685",0,PRODUCTO
FILTRO  AIRE ,TRO-A 3054,NISSAN VERSA,"17,188",3265.72,"20,454",0,PRODUCTO
FILTRO  AIRE ,TROA -3154,,"12,698",2412.62,"15,111",5,PRODUCTO
FILTRO  AIRE ,TRO-A3011,HYUNDAI TUCSON- KIA ESPORTAGE,"22,059",4191.21,"26,250",5,PRODUCTO
FILTRO  AIRE ,TRO-A3001,NISSAN INYECCION,"22,059",4191.21,"26,250",3,PRODUCTO
FILTRO  AIRE ,TRO-3041,CHEVROLET CAPTIVA,"9,132",1735.08,"10,867",3,PRODUCTO
FILTRO  AIRE ,TRO-A3009,SUZUKI GRAN VITARA,"15,390",2924.1,"18,314",5,PRODUCTO
FILTRO  AIRE ,TRO-3085,MAZDA CX5,"26,318",5000.42,"31,318",6,PRODUCTO
FILTRO  AIRE ,TRO-A3010,CHEVROLET GRAN VITARA ,"13,482",2561.58,"16,044",6,PRODUCTO
FILTRO  AIRE ,TRO-A3094,KIA RIO SPICE 2014,"13,078",2484.82,"15,563",0,PRODUCTO
FILTRO  AIRE ,TRO-A3004,MAZDA 6,"21,485",4082.15,"25,567",4,PRODUCTO
FILTRO  AIRE ,TRO-3086,FORD ESCAPE 2013,"34,415",6538.85,"40,954",6,PRODUCTO
FILTRO AIRE,PCA-1295,,,0,0,5,PRODUCTO
FILTRO AIRE,HCA-11654,"DUSTER, RENAULT, OROCH CAPTURE","16,440",3123.6,"19,564",3,PRODUCTO
FILTRO  AIRE,HCA-5RA0,NISSAN KIDS 2016 1.6 ,"15,460",2937.4,"18,397",3,PRODUCTO
FILTRO  AIRE,HCA-1944,CHEVROLET ONIX TRACKER,"18,480",3511.2,"21,991",5,PRODUCTO
ACEITE,0W40 MB 1/4,ACEITE MOBIL 0W40,"15,000",0,"15,000",0,PRODUCTO
ACEITE,0W20 MT 1/4,ACEITE  MOTORCRAFT 0W20,"37,843",0,"37,843",14,PRODUCTO
ACEITE,0W20 ELF 1/4,ACEITE  ELF 0W20,"28,832",0,"28,832",6,PRODUCTO
ACEITE,5W20 MT 1/4,ACEITE MOTORCRAFT 5W20 SINTÉTICO ,"28,852",0,"28,852",30,PRODUCTO
ACEITE,5W30MB X 1/4 T VERDE,ACEITE MOBIL 5W30 SINTÉTICO TAPA VERDE,"43,500",0,"43,500",10,PRODUCTO
ACEITE,5W30MB X GAL,ACEITE MOBIL 5W30 SINTÉTICO 3000,"148,693",0,"148,693",20,PRODUCTO
ACEITE,5W30MB X 1/4,ACEITE MOBIL 5W30 SINTÉTICO 3000,"57,000",0,"57,000",20,PRODUCTO
ACEITE,5W30 MT 1/4,ACEITE MOTORCRAFT 5W30 SINTÉTICO ,"26,852",0,"26,852",29,PRODUCTO
ACEITE,5W30 ELF 1/4,ACEITE 5W30 ELF 1/4,"37,221",0,"37,221",0,PRODUCTO
ACEITE,5W30 ELF  GALON,ACEITE 5W30 ELF,"128,333",0,"128,333",2,PRODUCTO
ACEITE,5W30 ACDELCO 1/4,ACEITE ACDELCO 5W30 ,"30,712",0,"30,712",3,PRODUCTO
ACEITE,5W30 ACDELCO XGAL,ACEITE ACDELCO 5W30 ,"117,329",0,"117,329",1,PRODUCTO
ACEITE,5W30 CO 1/4,ACEITE COEXITO 5W30 SINTÉTICO ,"15,470",0,"15,470",0,PRODUCTO
ACEITE,5W30 SHELL 1/4,ACEITE SHELL 5W30,"32,267",0,"32,267",0,PRODUCTO
ACEITE,5W30 SHELL XGAL,ACEITE  SHELL 5W30,0,0,0,0,PRODUCTO
ACEITE,5W40 ELF GAL/5L,ACEITE ELF 5W40,"194,000",0,"194,000",0,PRODUCTO
